chr,start,end,gene
chr17,41256049,41256159,BRCA1
chr17,41256142,41256220,BRCA1
chr17,41256209,41256302,BRCA1
chr17,41256823,41256910,BRCA1
chr17,41256898,41257003,BRCA1
chr17,41256964,41257070,BRCA1
chr17,41258441,41258526,BRCA1
chr17,41258513,41258623,BRCA1
chr17,41258627,41258692,BRCA1
chr17,41267625,41267705,BRCA1
chr17,41267693,41267772,BRCA1
chr17,41267759,41267864,BRCA1
chr17,41275963,41276037,BRCA1
chr17,41276010,41276123,BRCA1
chr17,47696322,47696450,SPOP
chr17,47696565,47696684,SPOP
chr17,56432288,56432376,RNF43
chr17,56434823,56434942,RNF43
chr17,56434906,56434995,RNF43
chr17,56434974,56435096,RNF43
chr17,56435079,56435190,RNF43
chr17,56435126,56435251,RNF43
chr17,56435228,56435325,RNF43
chr17,56435309,56435442,RNF43
chr17,56435398,56435486,RNF43
chr17,56435473,56435576,RNF43
chr17,56435523,56435607,RNF43
chr17,56435606,56435719,RNF43
chr17,56435666,56435773,RNF43
chr17,56435751,56435852,RNF43
chr17,56435811,56435893,RNF43
chr17,56435884,56436012,RNF43
chr17,56435992,56436090,RNF43
chr17,56436087,56436189,RNF43
chr17,56437481,56437603,RNF43
chr17,56437591,56437691,RNF43
chr17,56438120,56438206,RNF43
chr17,56438179,56438310,RNF43
chr17,56439840,56439943,RNF43
chr17,56439903,56440014,RNF43
chr17,56440603,56440679,RNF43
chr17,56440632,56440768,RNF43
chr17,56440739,56440826,RNF43
chr17,56440852,56440975,RNF43
chr17,56448192,56448306,RNF43
chr17,56448272,56448397,RNF43
chr17,56448356,56448438,RNF43
chr17,56492665,56492772,RNF43
chr17,56492763,56492844,RNF43
chr17,56492825,56492949,RNF43
chr17,56769941,56770028,RAD51C
chr17,56770028,56770153,RAD51C
chr17,56770138,56770233,RAD51C
chr17,56772215,56772305,RAD51C
chr17,56772305,56772401,RAD51C
chr17,56772391,56772464,RAD51C
chr17,56772435,56772561,RAD51C
chr17,56774048,56774126,RAD51C
chr17,56774102,56774176,RAD51C
chr17,56774171,56774257,RAD51C
chr17,56780532,56780607,RAD51C
chr17,56780569,56780689,RAD51C
chr17,56780689,56780766,RAD51C
chr17,56787133,56787245,RAD51C
chr17,56787240,56787312,RAD51C
chr17,56787284,56787368,RAD51C
chr17,56798097,56798207,RAD51C
chr17,56801380,56801461,RAD51C
chr17,56801454,56801530,RAD51C
chr17,56809791,56809873,RAD51C
chr17,56809854,56809928,RAD51C
chr17,56811395,56811500,RAD51C
chr17,56811498,56811619,RAD51C
chr18,48591841,48591960,SMAD4
chr18,48593331,48593452,SMAD4
chr18,48604735,48604861,SMAD4
chr19,1206846,1206982,STK11
chr19,1206977,1207104,STK11
chr19,1207066,1207190,STK11
chr19,1207149,1207240,STK11
chr19,1218377,1218477,STK11
chr19,1218463,1218594,STK11
chr19,1219258,1219357,STK11
chr19,1219356,1219461,STK11
chr19,1220310,1220450,STK11
chr19,1220374,1220504,STK11
chr19,1220492,1220591,STK11
chr19,1220557,1220649,STK11
chr19,1220640,1220746,STK11
chr19,1220676,1220840,STK11
chr19,1221183,1221262,STK11
chr19,1221236,1221332,STK11
chr19,1221313,1221442,STK11
chr19,1221853,1221958,STK11
chr19,1221947,1222064,STK11
chr19,1222944,1223079,STK11
chr19,1223014,1223144,STK11
chr19,1226378,1226511,STK11
chr19,1226491,1226604,STK11
chr19,1226556,1226688,STK11
chr19,3114958,3115053,GNA11
chr19,3118930,3119036,GNA11
chr19,4110589,4110692,MAP2K2
chr19,4117501,4117611,MAP2K2
chr19,11094769,11094856,SMARCA4
chr19,11094845,11094948,SMARCA4
chr19,11094908,11095042,SMARCA4
chr19,11095037,11095144,SMARCA4
chr19,11095854,11095982,SMARCA4
chr19,11095974,11096102,SMARCA4
chr19,11096845,11096945,SMARCA4
chr19,11096933,11097019,SMARCA4
chr19,11096974,11097100,SMARCA4
chr19,11097079,11097164,SMARCA4
chr19,11097129,11097267,SMARCA4
chr19,11097197,11097290,SMARCA4
chr19,11097573,11097687,SMARCA4
chr19,11098329,11098453,SMARCA4
chr19,11098394,11098520,SMARCA4
chr19,11098516,11098613,SMARCA4
chr19,11099945,11100057,SMARCA4
chr19,11100041,11100145,SMARCA4
chr19,11101779,11101880,SMARCA4
chr19,11101826,11101957,SMARCA4
chr19,11101956,11102077,SMARCA4
chr19,11105444,11105525,SMARCA4
chr19,11105525,11105634,SMARCA4
chr19,11105567,11105691,SMARCA4
chr19,11106883,11106980,SMARCA4
chr19,11106978,11107108,SMARCA4
chr19,11107162,11107240,SMARCA4
chr19,11113699,11113823,SMARCA4
chr19,11113781,11113907,SMARCA4
chr19,11113996,11114122,SMARCA4
chr19,11118511,11118628,SMARCA4
chr19,11118582,11118688,SMARCA4
chr19,11118679,11118764,SMARCA4
chr19,11121028,11121107,SMARCA4
chr19,11121066,11121201,SMARCA4
chr19,11121145,11121235,SMARCA4
chr19,11123579,11123667,SMARCA4
chr19,11123642,11123738,SMARCA4
chr19,11123694,11123793,SMARCA4
chr19,11129594,11129690,SMARCA4
chr19,11129663,11129765,SMARCA4
chr19,11130258,11130379,SMARCA4
chr19,11130370,11130456,SMARCA4
chr19,11132390,11132509,SMARCA4
chr19,11132491,11132592,SMARCA4
chr19,11132539,11132662,SMARCA4
chr19,11134182,11134308,SMARCA4
chr19,11134284,11134413,SMARCA4
chr19,11134999,11135102,SMARCA4
chr19,11135090,11135189,SMARCA4
chr19,11136084,11136218,SMARCA4
chr19,11136961,11137059,SMARCA4
chr19,11138439,11138554,SMARCA4
chr19,11138523,11138645,SMARCA4
chr19,11141344,11141445,SMARCA4
chr19,11141412,11141508,SMARCA4
chr19,11141473,11141588,SMARCA4
chr19,11143952,11144088,SMARCA4
chr19,11144081,11144166,SMARCA4
chr19,11144117,11144224,SMARCA4
chr19,11144424,11144556,SMARCA4
chr19,11144783,11144891,SMARCA4
chr19,11145575,11145697,SMARCA4
chr19,11145678,11145801,SMARCA4
chr19,11145801,11145887,SMARCA4
chr19,11150121,11150221,SMARCA4
chr19,11150206,11150299,SMARCA4
chr19,11151871,11151997,SMARCA4
chr19,11151993,11152129,SMARCA4
chr19,11152038,11152168,SMARCA4
chr19,11152166,11152291,SMARCA4
chr19,11168920,11169039,SMARCA4
chr19,11169038,11169128,SMARCA4
chr19,11169450,11169537,SMARCA4
chr19,11169536,11169632,SMARCA4
chr19,11170421,11170558,SMARCA4
chr19,11170509,11170592,SMARCA4
chr19,11170654,11170745,SMARCA4
chr19,11170734,11170854,SMARCA4
chr19,11170835,11170923,SMARCA4
chr19,11172397,11172524,SMARCA4
chr19,15271467,15271546,NOTCH3
chr19,15271478,15271612,NOTCH3
chr19,15271595,15271686,NOTCH3
chr19,15271639,15271785,NOTCH3
chr19,15271730,15271820,NOTCH3
chr19,15271813,15271950,NOTCH3
chr19,15271861,15271983,NOTCH3
chr19,15271982,15272128,NOTCH3
chr19,15272073,15272175,NOTCH3
chr19,15272158,15272300,NOTCH3
chr19,15272287,15272389,NOTCH3
chr19,15272384,15272532,NOTCH3
chr19,15273247,15273383,NOTCH3
chr19,15276125,15276213,NOTCH3
chr19,15276196,15276327,NOTCH3
chr19,15276326,15276429,NOTCH3
chr19,15276592,15276706,NOTCH3
chr19,15276631,15276739,NOTCH3
chr19,15276735,15276825,NOTCH3
chr19,15276774,15276865,NOTCH3
chr19,15276859,15276943,NOTCH3
chr19,15278027,15278128,NOTCH3
chr19,15278098,15278182,NOTCH3
chr19,15278157,15278240,NOTCH3
chr19,15280828,15280917,NOTCH3
chr19,15280908,15281001,NOTCH3
chr19,15281124,15281228,NOTCH3
chr19,15281148,15281279,NOTCH3
chr19,15281256,15281390,NOTCH3
chr19,15281380,15281499,NOTCH3
chr19,15281499,15281630,NOTCH3
chr19,15281567,15281653,NOTCH3
chr19,15284827,15284940,NOTCH3
chr19,15284885,15285018,NOTCH3
chr19,15285006,15285102,NOTCH3
chr19,15285044,15285176,NOTCH3
chr19,15285162,15285296,NOTCH3
chr19,15288330,15288476,NOTCH3
chr19,15288392,15288499,NOTCH3
chr19,15288530,15288661,NOTCH3
chr19,15288607,15288767,NOTCH3
chr19,15288737,15288876,NOTCH3
chr19,15288863,15288947,NOTCH3
chr19,15289588,15289677,NOTCH3
chr19,15289654,15289765,NOTCH3
chr19,15289757,15289850,NOTCH3
chr19,15289843,15289935,NOTCH3
chr19,15289935,15290062,NOTCH3
chr19,15289965,15290098,NOTCH3
chr19,15290149,15290263,NOTCH3
chr19,15290181,15290315,NOTCH3
chr19,15290811,15290956,NOTCH3
chr19,15290919,15291004,NOTCH3
chr19,15290985,15291072,NOTCH3
chr19,15291439,15291521,NOTCH3
chr19,15291496,15291636,NOTCH3
chr19,15291631,15291718,NOTCH3
chr19,15291766,15291861,NOTCH3
chr19,15291810,15291901,NOTCH3
chr19,15291889,15291979,NOTCH3
chr19,15292364,15292508,NOTCH3
chr19,15292479,15292567,NOTCH3
chr19,15292534,15292623,NOTCH3
chr19,15294990,15295102,NOTCH3
chr19,15295101,15295238,NOTCH3
chr19,15295207,15295288,NOTCH3
chr19,15295670,15295761,NOTCH3
chr19,15295715,15295839,NOTCH3
chr19,15295967,15296087,NOTCH3
chr19,15296077,15296213,NOTCH3
chr19,15296123,15296226,NOTCH3
chr19,15296288,15296418,NOTCH3
chr19,15296331,15296455,NOTCH3
chr19,15296448,15296561,NOTCH3
chr19,15297674,15297809,NOTCH3
chr19,15297868,15297952,NOTCH3
chr19,15297932,15298065,NOTCH3
chr19,15298028,15298115,NOTCH3
chr19,15298093,15298196,NOTCH3
chr19,15298681,15298763,NOTCH3
chr19,15298714,15298835,NOTCH3
chr19,15299031,15299143,NOTCH3
chr19,15299131,15299229,NOTCH3
chr19,15299727,15299827,NOTCH3
chr19,15299825,15299908,NOTCH3
chr19,15299882,15299992,NOTCH3
chr19,15300064,15300161,NOTCH3
chr19,15300116,15300245,NOTCH3
chr19,15302226,15302329,NOTCH3
chr19,15302289,15302382,NOTCH3
chr19,15302363,15302474,NOTCH3
chr19,15302512,15302625,NOTCH3
chr19,15302612,15302749,NOTCH3
chr19,15302656,15302794,NOTCH3
chr19,15302782,15302865,NOTCH3
chr19,15302829,15302963,NOTCH3
chr19,15302892,15303021,NOTCH3
chr19,15302990,15303116,NOTCH3
chr19,15303178,15303279,NOTCH3
chr19,15303256,15303376,NOTCH3
chr19,15308236,15308368,NOTCH3
chr19,15308365,15308468,NOTCH3
chr19,15311578,15311669,NOTCH3
chr19,17945892,17946025,JAK3
chr19,17948753,17948872,JAK3
chr19,17949049,17949137,JAK3
chr19,30303881,30303987,CCNE1
chr19,30308010,30308137,CCNE1
chr19,30308365,30308448,CCNE1
chr19,30311575,30311670,CCNE1
chr19,30311659,30311782,CCNE1
chr19,30312608,30312727,CCNE1
chr19,30312900,30312971,CCNE1
chr19,30313443,30313526,CCNE1
chr19,30314511,30314584,CCNE1
chr19,30314569,30314693,CCNE1
chr19,40739754,40739883,AKT2
chr19,40741114,40741249,AKT2
chr19,40741829,40741949,AKT2
chr19,40741899,40742008,AKT2
chr19,40742288,40742382,AKT2
chr19,40744730,40744857,AKT2
chr19,40745962,40746088,AKT2
chr19,40747961,40748048,AKT2
chr19,40761010,40761124,AKT2
chr19,40762844,40762955,AKT2
chr19,40762857,40762984,AKT2
chr19,41725294,41725384,AXL
chr19,41727040,41727171,AXL
chr19,41737080,41737207,AXL
chr19,41743927,41744060,AXL
chr19,41744432,41744557,AXL
chr19,41745091,41745220,AXL
chr19,41749458,41749592,AXL
chr19,41754456,41754575,AXL
chr19,41758740,41758870,AXL
chr19,41762290,41762403,AXL
chr19,41765367,41765495,AXL
chr19,45855710,45855838,ERCC2
chr19,45860531,45860638,ERCC2
chr19,45867598,45867733,ERCC2
chr19,45871906,45871997,ERCC2
chr19,45872370,45872494,ERCC2
chr19,52715951,52716031,PPP2R1A
chr19,52716215,52716345,PPP2R1A
chr20,36030841,36030975,SRC
chr20,39750642,39750765,TOP1
chr20,57484354,57484473,GNAS
chr20,57484533,57484658,GNAS
chr21,44514713,44514836,U2AF1
chr21,44524435,44524560,U2AF1
chr22,22127110,22127229,MAPK1
chr22,24129262,24129389,SMARCB1
chr22,24129378,24129509,SMARCB1
chr22,24133920,24134014,SMARCB1
chr22,24133953,24134064,SMARCB1
chr22,24135629,24135750,SMARCB1
chr22,24135742,24135828,SMARCB1
chr22,24135819,24135941,SMARCB1
chr22,24143105,24143208,SMARCB1
chr22,24143200,24143311,SMARCB1
chr22,24145432,24145554,SMARCB1
chr22,24145477,24145598,SMARCB1
chr22,24158885,24158978,SMARCB1
chr22,24158967,24159048,SMARCB1
chr22,24159039,24159162,SMARCB1
chr22,24167389,24167469,SMARCB1
chr22,24167454,24167578,SMARCB1
chr22,24167557,24167679,SMARCB1
chr22,24175733,24175855,SMARCB1
chr22,24175842,24175954,SMARCB1
chr22,24176259,24176391,SMARCB1
chr22,29083887,29084036,CHEK2
chr22,29091676,29091806,CHEK2
chr22,29091789,29091923,CHEK2
chr22,29999945,30000055,NF2
chr22,30000043,30000143,NF2
chr22,30032718,30032793,NF2
chr22,30032773,30032873,NF2
chr22,30035046,30035120,NF2
chr22,30035109,30035194,NF2
chr22,30035188,30035269,NF2
chr22,30038177,30038294,NF2
chr22,30050588,30050678,NF2
chr22,30050660,30050756,NF2
chr22,30051559,30051672,NF2
chr22,30054112,30054223,NF2
chr22,30054212,30054307,NF2
chr22,30057140,30057237,NF2
chr22,30057196,30057319,NF2
chr22,30057310,30057406,NF2
chr22,30060932,30061051,NF2
chr22,30061039,30061122,NF2
chr22,30064229,30064351,NF2
chr22,30064340,30064432,NF2
chr22,30064404,30064519,NF2
chr22,30067785,30067917,NF2
chr22,30067915,30068000,NF2
chr22,30069185,30069317,NF2
chr22,30069308,30069434,NF2
chr22,30069418,30069514,NF2
chr22,30070724,30070861,NF2
chr22,30070850,30070957,NF2
chr22,30074154,30074252,NF2
chr22,30074242,30074344,NF2
chr22,30077420,30077518,NF2
chr22,30077504,30077605,NF2
chr22,30078977,30079060,NF2
chr22,30090639,30090770,NF2
chr22,30090746,30090844,NF2
chrX,47426003,47426128,ARAF
chrX,66764988,66765122,AR
chrX,66765392,66765521,AR
chrX,66765722,66765842,AR
chrX,66766014,66766152,AR
chrX,66788787,66788915,AR
chrX,66905926,66906045,AR
chrX,66931477,66931551,AR
chrX,66941746,66941856,AR
chrX,66942612,66942712,AR
chrX,66943527,66943649,AR
chrX,70339214,70339298,MED12
chrX,70349184,70349268,MED12
chrX,76763768,76763856,ATRX
chrX,76763853,76763972,ATRX
chrX,76763948,76764019,ATRX
chrX,76764007,76764116,ATRX
chrX,76776258,76776374,ATRX
chrX,76776365,76776457,ATRX
chrX,76776776,76776895,ATRX
chrX,76776885,76776995,ATRX
chrX,76777673,76777746,ATRX
chrX,76777736,76777852,ATRX
chrX,76777852,76777924,ATRX
chrX,76778677,76778760,ATRX
chrX,76778736,76778860,ATRX
chrX,76778845,76778956,ATRX
chrX,76812885,76812989,ATRX
chrX,76812963,76813041,ATRX
chrX,76813040,76813158,ATRX
chrX,76814065,76814159,ATRX
chrX,76814145,76814244,ATRX
chrX,76814230,76814295,ATRX
chrX,76814287,76814412,ATRX
chrX,76829629,76829722,ATRX
chrX,76829719,76829826,ATRX
chrX,76829815,76829885,ATRX
chrX,76845237,76845331,ATRX
chrX,76845303,76845417,ATRX
chrX,76849079,76849194,ATRX
chrX,76849194,76849317,ATRX
chrX,76849317,76849392,ATRX
chrX,76854871,76854971,ATRX
chrX,76854961,76855079,ATRX
chrX,76855191,76855264,ATRX
chrX,76855259,76855363,ATRX
chrX,76855838,76855905,ATRX
chrX,76855902,76856022,ATRX
chrX,76855992,76856067,ATRX
chrX,76872074,76872179,ATRX
chrX,76872123,76872240,ATRX
chrX,76874227,76874320,ATRX
chrX,76874303,76874367,ATRX
chrX,76874359,76874447,ATRX
chrX,76874424,76874518,ATRX
chrX,76875749,76875870,ATRX
chrX,76875862,76875981,ATRX
chrX,76875958,76876078,ATRX
chrX,76888598,76888691,ATRX
chrX,76888691,76888813,ATRX
chrX,76888761,76888850,ATRX
chrX,76888850,76888932,ATRX
chrX,76888956,76889080,ATRX
chrX,76889080,76889199,ATRX
chrX,76889179,76889284,ATRX
chrX,76890076,76890184,ATRX
chrX,76890113,76890225,ATRX
chrX,76891368,76891489,ATRX
chrX,76891420,76891532,ATRX
chrX,76891527,76891604,ATRX
chrX,76907588,76907704,ATRX
chrX,76907682,76907751,ATRX
chrX,76907749,76907852,ATRX
chrX,76909572,76909684,ATRX
chrX,76909684,76909763,ATRX
chrX,76912021,76912125,ATRX
chrX,76912091,76912211,ATRX
chrX,76918850,76918935,ATRX
chrX,76918913,76918980,ATRX
chrX,76918973,76919071,ATRX
chrX,76920057,76920187,ATRX
chrX,76920175,76920242,ATRX
chrX,76920225,76920303,ATRX
chrX,76931693,76931779,ATRX
chrX,76931764,76931863,ATRX
chrX,76936946,76937028,ATRX
chrX,76937028,76937152,ATRX
chrX,76937114,76937198,ATRX
chrX,76937194,76937312,ATRX
chrX,76937306,76937375,ATRX
chrX,76937374,76937488,ATRX
chrX,76937465,76937539,ATRX
chrX,76937538,76937660,ATRX
chrX,76937642,76937708,ATRX
chrX,76937702,76937813,ATRX
chrX,76937813,76937883,ATRX
chrX,76937855,76937983,ATRX
chrX,76937933,76938020,ATRX
chrX,76938013,76938123,ATRX
chrX,76938123,76938242,ATRX
chrX,76938205,76938321,ATRX
chrX,76938321,76938405,ATRX
chrX,76938368,76938497,ATRX
chrX,76938462,76938536,ATRX
chrX,76938536,76938661,ATRX
chrX,76938657,76938755,ATRX
chrX,76938713,76938828,ATRX
chrX,76938807,76938878,ATRX
chrX,76938870,76938965,ATRX
chrX,76938954,76939063,ATRX
chrX,76939035,76939142,ATRX
chrX,76939142,76939218,ATRX
chrX,76939187,76939310,ATRX
chrX,76939304,76939373,ATRX
chrX,76939347,76939471,ATRX
chrX,76939441,76939514,ATRX
chrX,76939505,76939638,ATRX
chrX,76939626,76939710,ATRX
chrX,76939676,76939763,ATRX
chrX,76939763,76939832,ATRX
chrX,76939814,76939933,ATRX
chrX,76939896,76939978,ATRX
chrX,76939975,76940097,ATRX
chrX,76940419,76940501,ATRX
chrX,76940471,76940579,ATRX
chrX,76944297,76944409,ATRX
chrX,76944387,76944456,ATRX
chrX,76949267,76949341,ATRX
chrX,76949321,76949402,ATRX
chrX,76949393,76949464,ATRX
chrX,76951979,76952071,ATRX
chrX,76952070,76952181,ATRX
chrX,76952142,76952219,ATRX
chrX,76952998,76953086,ATRX
chrX,76953067,76953144,ATRX
chrX,76954038,76954150,ATRX
chrX,76972523,76972618,ATRX
chrX,76972614,76972696,ATRX
chrX,76972695,76972781,ATRX
chrX,77041373,77041476,ATRX
chrX,77041475,77041554,ATRX
chrX,100611112,100611236,BTK
chrX,100617110,100617233,BTK
